"arrival_date","destination_region","destination_city","length_of_stay","has_meal","purpose_trip","sell_price","user_id","partner_geo"
"2019-04-16","Western Europe","Heilbronn","1","0","business","10896","25777","Visegrad Group"
"2019-04-18","Western Europe","Amsterdam","3","0","leasure","81360","21769","Arabia"
"2019-05-13","Southern Europe","Rethimnon","10","1","leasure","26386","6585","Russia"
"2019-05-21","Russia","Orsk","3","1","business","10701","14684","Russia"
"2019-04-28","Western Europe","Sheffield","1","1","business","6081","6854","Russia"
"2019-05-12","International","Shanghai","5","1","business","106789","25777","Visegrad Group"
"2019-04-16","Russia","Moscow","3","1","business","14307","6690","Russia"
"2019-06-10","Russia","Khimki","1","1","business","5517","19125","Russia"
"2019-05-07","Southern Europe","Bari","2","1","business","11385","11314","Russia"
"2019-05-01","International","Kona Coast","1","0","business","10976","10482","Russia"
"2019-05-13","Russia","Orenburg","3","1","business","14065","14684","Russia"
"2019-05-14","International","Austin","4","1","leasure","111441","33710","Visegrad Group"
"2019-07-25","Western Europe","Eindhoven","10","0","leasure","49051","23403","Russia"
"2019-05-12","Russia","Sochi","4","1","business","28060","17484","Russia"
"2019-05-03","Southern Europe","Ljubljana","2","1","leasure","30946","27474","International"
"2019-04-28","Arabia","Dubai","1","1","business","12059","13894","CIS"
"2019-07-02","Southern Europe","Valencia","7","0","leasure","37780","19344","CIS"
"2019-09-01","Southern Europe","Limenas Hersonissou","4","1","business","29290","15959","International"
"2019-11-06","International","Los Angeles","1","0","business","7701","18744","Arabia"
"2019-04-18","Russia","Moscow","1","1","business","11241","13921","CIS"
"2019-04-17","International","Uppsala","1","1","business","9006","18672","Russia"
"2019-04-25","Russia","Ukhta","2","1","business","9565","7046","Russia"
"2019-05-02","Western Europe","Frankfurt","9","0","leasure","161338","13309","CIS"
"2019-05-20","Western Europe","Paris","4","1","business","66649","6325","Russia"
"2019-04-16","International","Espoo","1","1","business","6127","28396","Russia"
"2019-05-04","International","Palo Alto","7","1","leasure","67189","19022","Visegrad Group"
"2019-05-14","International","Warsaw","1","1","leasure","10960","21781","Russia"
"2019-04-26","Arabia","Dubai","7","1","leasure","37329","23887","International"
"2019-06-30","Western Europe","Berlin","7","0","leasure","25425","20004","CIS"
"2019-04-23","Russia","Ufa","2","1","business","10528","7213","Russia"
"2019-04-23","International","New York","3","0","business","109624","27464","International"
"2019-04-25","Western Europe","London","1","1","business","5200","13729","Russia"
"2019-10-05","Southern Europe","Santander","2","1","leasure","13211","7033","Russia"
"2019-05-19","International","Kusadasi","2","0","leasure","62977","35124","International"
"2019-04-17","Russia","Novosibirsk","2","1","business","6639","10194","Russia"
"2019-04-18","Russia","Stavropol","1","1","business","2192","30649","Russia"
"2019-04-16","Russia","Saratov","2","1","business","4505","14684","Russia"
"2019-04-17","Russia","Moscow","1","1","business","4659","5782","Russia"
"2019-05-24","International","Vilnius","4","0","business","2542","783","Baltic States"
"2019-04-18","Russia","Yoshkar-Ola","1","1","business","2951","6677","Russia"
"2019-04-16","International","Gdansk","1","1","business","6202","31976","Visegrad Group"
"2019-04-16","Russia","Moscow","4","0","business","12067","23082","Russia"
"2019-05-31","Russia","Moscow","2","1","leasure","31622","21517","Baltic States"
"2019-04-15","Russia","Orenburg","1","1","business","2521","14684","Russia"
"2019-04-16","Russia","Petrozavodsk","2","1","business","5543","12280","Russia"
"2019-05-01","Southern Europe","Barcelona","2","1","business","55923","9782","Russia"
"2019-05-08","Western Europe","Paris","4","1","leasure","70237","11542","Russia"
"2019-04-28","International","Kyoto","3","0","leasure","152232","17517","CIS"
"2019-05-12","International","Tokyo","7","0","leasure","54554","30943","Russia"
"2019-04-16","Russia","Moscow","1","0","business","4137","5782","Russia"
"2019-04-25","Western Europe","Nice","16","0","leasure","98956","18744","Arabia"
"2019-05-07","Western Europe","Frankfurt","1","0","business","16769","18744","Arabia"
"2019-04-17","Russia","Saint Petersburg","2","1","business","5040","12851","Russia"
"2019-04-23","International","Gyor","3","1","business","16100","14684","Russia"
"2019-04-21","International","New York","4","0","business","72478","37358","Russia"
"2019-06-01","Southern Europe","Barcelona","3","1","leasure","41116","27072","Visegrad Group"
"2019-05-04","Southern Europe","Palazzolo sull'Oglio","4","0","leasure","28807","21769","Arabia"
"2019-05-01","Western Europe","Lancy","2","1","business","21142","14684","Russia"
"2019-04-23","International","Tokyo","5","1","business","52109","17517","CIS"
"2019-04-22","Russia","Moscow","4","1","business","23736","5782","Russia"
"2019-04-24","CIS","Atyrau","1","1","business","2974","14684","Russia"
"2019-04-30","International","Johanneshov","1","1","business","10288","22992","Russia"
"2019-04-28","Western Europe","Munich","3","1","business","28098","14035","Arabia"
"2019-05-18","International","Vilnius","1","1","leasure","3721","19274","Baltic States"
"2019-05-22","Western Europe","Zandvoort","2","1","business","19932","20538","Baltic States"
"2019-04-17","Russia","Volzhskiy","2","1","business","5450","16516","Russia"
"2019-04-16","Russia","Moscow","1","1","business","2704","16741","Russia"
"2019-05-23","Russia","Kazan","1","1","business","11996","22646","Russia"
"2019-04-17","Russia","Samara","2","1","business","9156","5817","Russia"
"2019-05-03","International","Cambridge","7","1","leasure","137278","35062","Visegrad Group"
"2019-05-03","International","Cambridge","7","0","leasure","131484","35062","Visegrad Group"
"2019-04-27","Arabia","Dubai","2","1","leasure","20555","20732","Arabia"
"2019-04-16","Russia","Moscow","2","1","leasure","59525","7789","Russia"
"2019-04-22","Russia","Saint Petersburg","1","1","business","4070","5912","Russia"
"2019-05-25","International","Riga","1","1","leasure","2870","6274","Russia"
"2019-04-27","Russia","Moscow","1","1","leasure","9082","23179","Russia"
"2019-04-24","Russia","Yekaterinburg","2","1","business","8273","7880","Russia"
"2019-05-19","Russia","Astrakhan","1","1","business","2816","7013","Russia"
"2019-04-23","CIS","Bishkek","3","1","business","19083","16873","CIS"
"2019-04-17","Russia","Yekaterinburg","2","1","business","12467","16301","Russia"
"2019-05-11","Western Europe","Cologne","7","1","leasure","78884","8223","Russia"
"2019-05-14","CIS","Jezkazgan","2","0","business","2561","16741","Russia"
"2019-10-01","International","Singapore","1","1","business","33440","29356","Southern Europe"
"2019-07-02","Western Europe","Frankfurt","8","1","leasure","55491","23068","Russia"
"2019-06-24","International","Shanghai","4","1","leasure","34108","13402","Russia"
"2019-04-16","Russia","Moscow","3","1","business","16631","7621","Russia"
"2019-04-16","Russia","Moscow","5","1","business","17320","18971","Russia"
"2019-05-10","International","Istanbul","27","1","leasure","13885","35683","International"
"2019-04-18","Western Europe","Bruges","1","0","business","9149","28396","Russia"
"2019-04-16","International","Kampala","1","1","business","3778","23887","International"
"2019-05-06","International","Stockholm","1","1","business","10865","18718","Baltic States"
"2019-08-05","Western Europe","Duisburg","4","1","business","27106","10652","CIS"
"2019-04-18","Russia","Saransk","1","0","business","3507","6144","Russia"
"2019-04-21","Russia","Kazan","3","1","business","8322","21535","Russia"
"2019-04-16","Western Europe","Antwerp","1","1","business","8009","28396","Russia"
"2019-04-19","Russia","Kursk","2","1","leasure","6918","28396","Russia"
"2019-04-16","Russia","Moscow","4","1","business","55422","7516","Russia"
"2019-04-18","Russia","Moscow","2","0","business","2576","6684","Russia"
"2019-04-23","Russia","Saint Petersburg","3","1","business","11071","7516","Russia"
"2019-04-15","Russia","Novosibirsk","2","1","business","3792","7516","Russia"
"2019-05-21","Southern Europe","San Giljan","3","1","business","9160","28885","Southern Europe"
"2019-04-16","Russia","Novosibirsk","2","1","business","6022","7516","Russia"
"2019-05-06","Southern Europe","Alicante","2","0","business","5504","13583","Russia"
"2019-04-17","Russia","Moscow","1","1","business","9478","6528","Russia"
"2019-04-26","International","Shanghai","14","1","leasure","52247","5799","Russia"
"2019-04-25","International","Budapest","5","1","business","49165","7125","Russia"
"2019-04-16","Russia","Moscow","1","0","business","6630","22888","Russia"
"2019-05-17","Southern Europe","Rome","4","0","business","56814","21937","Russia"
"2019-04-21","Southern Europe","Puerto de la Cruz","5","1","business","29200","22905","Russia"
"2019-04-23","International","Sofia","2","1","business","9250","26942","CIS"
"2019-04-24","Western Europe","Salford","5","1","business","59390","31504","Russia"
"2019-04-30","International","Gdansk","2","1","business","6366","6189","Russia"
"2019-04-18","Russia","Petrozavodsk","1","1","business","3023","7516","Russia"
"2019-04-16","Russia","Astrakhan","3","1","business","2659","7516","Russia"
"2019-04-22","Russia","Saint Petersburg","4","1","business","20735","32718","Russia"
"2019-06-18","Arabia","Marrakesh","10","1","leasure","29732","29367","Western Europe"
"2019-07-19","International","New York","8","0","leasure","135285","30924","International"
"2019-06-29","Russia","Saint Petersburg","2","1","leasure","12371","22888","Russia"
"2019-08-08","CIS","Yerevan","9","1","leasure","61021","32333","CIS"
"2019-04-29","International","Victoria","3","0","business","26197","19184","Arabia"
"2019-05-01","Russia","Moscow","3","1","business","24561","34236","Russia"
"2019-04-29","Western Europe","Berlin","7","0","leasure","21736","19246","International"
"2019-04-25","International","Lillestrom","1","1","business","10388","37049","Visegrad Group"
"2019-05-29","Russia","Moscow","2","1","business","22067","5892","Russia"
"2019-04-24","Western Europe","Brussels","1","1","business","28549","30760","Southern Europe"
"2019-04-17","International","Hong Kong","1","1","business","5378","12742","Russia"
"2019-05-30","Southern Europe","Fuenlabrada","4","1","leasure","40346","29356","Southern Europe"
"2019-07-12","Southern Europe","Barcelona","4","1","business","28757","6261","Russia"
"2019-04-26","Arabia","Marrakesh","4","1","leasure","117681","29356","Southern Europe"
"2019-05-12","Arabia","Mecca","3","0","leasure","6728","21625","Arabia"
"2019-05-18","International","Tokyo","3","0","business","27384","29158","Balkans"
"2019-04-16","Russia","Saint Petersburg","1","0","business","4201","14806","Russia"
"2019-05-05","Southern Europe","Barletta","7","1","leasure","32245","33536","International"
"2019-06-22","International","Mahe Island","3","1","leasure","32131","25154","Balkans"
"2019-05-05","Western Europe","London","5","1","business","56975","19131","CIS"
"2019-04-22","Russia","Simferopol","1","1","business","4366","14806","Russia"
"2019-04-16","Russia","Moscow","2","1","business","37497","7588","Russia"
"2019-04-20","Southern Europe","Madrid","2","1","leasure","33401","17896","CIS"
"2019-04-18","Russia","Saint Petersburg","3","1","leasure","29084","6620","Russia"
"2019-05-03","International","Budapest","5","1","business","31874","6703","Russia"
"2019-04-21","Western Europe","Dusseldorf","3","1","business","10692","11539","Russia"
"2019-05-25","Southern Europe","Rimini","3","1","leasure","8811","13913","Russia"
"2019-04-28","International","Druskininkai","6","1","leasure","43489","6703","Russia"
"2019-04-20","Russia","Kislovodsk","1","0","leasure","2293","6707","Russia"
"2019-05-13","Western Europe","Amsterdam","2","1","business","13947","20665","Baltic States"
"2019-05-19","Western Europe","Paris","16","1","leasure","302848","15877","CIS"
"2019-04-16","Russia","Kislovodsk","1","1","business","5654","26990","CIS"
"2019-05-02","Southern Europe","Lisbon","4","1","leasure","146212","15609","Russia"
"2019-05-04","International","Daugavpils","3","1","business","9934","32200","Russia"
"2019-05-29","Russia","Krasnoyarsk","7","1","leasure","116335","37244","Russia"
"2019-04-15","Russia","Moscow","1","1","business","6159","15414","CIS"
"2019-04-16","Russia","Engels","2","1","business","6892","5963","Russia"
"2019-04-15","Russia","Krasnodar","1","1","business","5368","6654","Russia"
"2019-05-23","Russia","Saint Petersburg","2","1","business","11379","30401","Russia"
"2019-04-16","Russia","Khimki","1","1","business","6108","14806","Russia"
"2019-04-26","Southern Europe","Milan","4","1","business","16701","11077","CIS"
"2019-06-12","International","Prague","12","1","leasure","82911","6671","Russia"
"2019-05-12","Southern Europe","Florence","1","1","business","4561","10234","Russia"
"2019-04-24","Russia","Yekaterinburg","3","1","business","9711","15316","Russia"
"2019-05-13","Southern Europe","Venice","1","1","business","9697","10234","Russia"
"2019-04-26","Russia","Moscow","1","1","business","8182","6573","Russia"
"2019-04-24","Russia","Penza","2","1","business","6817","15316","Russia"
"2019-04-18","Russia","Yaroslavl","1","1","business","3651","10579","Russia"
"2019-04-22","Russia","Big Gelendzhik","1","1","business","2857","9640","Russia"
"2019-04-18","Western Europe","Berlin","3","1","leasure","26795","6671","Russia"
"2019-11-20","Southern Europe","Venice","4","1","business","16356","19043","Baltic States"
"2019-05-04","International","Clearwater Beach","1","0","leasure","14754","18744","Arabia"
"2019-07-10","Southern Europe","Milan","4","0","business","16697","18744","Arabia"
"2019-04-22","Western Europe","Berlin","2","1","business","11178","23620","Visegrad Group"
"2019-04-25","Arabia","Jeddah","4","0","leasure","10555","21769","Arabia"
"2019-04-18","Russia","Bryansk","1","1","business","3094","14684","Russia"
"2019-04-17","Russia","Volgograd","1","1","business","2028","5782","Russia"
"2019-04-22","Russia","Moscow","4","1","business","33195","25364","Russia"
"2019-06-11","International","Tokyo","4","1","leasure","56366","6093","Russia"
"2019-04-18","Russia","Moscow","1","1","business","5375","10482","Russia"
"2019-04-16","Russia","Moscow","1","1","business","4646","14366","Russia"
"2019-05-06","Southern Europe","Griante","2","1","business","31438","6949","Russia"
"2019-05-08","Southern Europe","Milan","2","1","business","20639","6949","Russia"
"2019-04-15","Western Europe","Heilbronn","1","0","business","9305","25777","Visegrad Group"
"2019-04-15","Russia","Stary Oskol","1","1","business","2511","14684","Russia"
"2019-05-15","CIS","Tashkent","1","1","business","5183","32370","Russia"
"2019-04-16","Russia","Moscow","1","1","business","6031","14684","Russia"
"2019-04-22","Russia","Ishimbay","4","0","business","7381","14684","Russia"
"2019-06-03","International","Helsinki","2","1","business","19177","19916","Baltic States"
"2019-04-17","Russia","Magnitogorsk","4","0","business","5885","10125","Russia"
"2019-05-26","Southern Europe","Barcelona","5","1","leasure","58405","18258","International"
"2019-04-25","Southern Europe","Rome","2","1","leasure","107075","15772","International"
"2019-05-17","Western Europe","Kufstein","3","1","leasure","26369","36549","Balkans"
"2019-08-29","Western Europe","Vienna","2","1","leasure","13052","37013","Russia"
"2019-04-29","Western Europe","Lesquin","4","1","business","20847","14684","Russia"
"2019-06-25","Russia","Rubtsovsk","1","1","business","2859","14684","Russia"
"2019-04-20","Arabia","Yanbo","2","1","leasure","11969","21769","Arabia"
"2019-04-26","Russia","Saint Petersburg","1","0","business","5160","687","Russia"
"2019-04-16","Russia","Vyborg","2","1","business","6211","11508","Russia"
"2019-07-03","International","Ostersund","1","1","leasure","24716","26954","Visegrad Group"
"2019-06-09","International","Sedona","1","1","business","11704","35560","Western Europe"
"2019-04-25","Western Europe","Dublin","1","1","leasure","33849","29999","Southern Europe"
"2019-08-27","Southern Europe","Bologna","4","0","business","11695","19043","Baltic States"
"2019-08-27","Southern Europe","Bologna","4","0","leasure","15036","19043","Baltic States"
"2019-06-27","Western Europe","London","9","0","leasure","65377","32769","Arabia"
"2019-05-03","Western Europe","Paris","6","1","leasure","134987","26362","Russia"
"2019-05-26","Western Europe","Maastricht","3","1","business","25888","24423","International"
"2019-04-23","Russia","Saint Petersburg","2","1","business","8730","21468","Russia"
"2019-04-18","Russia","Salekhard","1","0","business","3639","22634","Russia"
"2019-04-17","Southern Europe","Naples","2","1","business","16429","29356","Southern Europe"
"2019-05-17","Southern Europe","L'Hospitalet de Llobregat","9","1","leasure","130394","13041","Russia"
"2019-06-25","Western Europe","Zurich","1","1","leasure","34457","16101","International"
"2019-06-14","Southern Europe","Porec","2","1","leasure","10541","17390","Balkans"
"2019-04-17","Southern Europe","Cagliari","1","1","business","3489","29356","Southern Europe"
"2019-04-28","International","Vilnius","1","1","business","3705","20538","Baltic States"
"2019-05-14","Western Europe","Bordeaux","2","1","business","56500","5830","Russia"
"2019-06-11","International","Gdansk","3","1","business","18832","19274","Baltic States"
"2019-06-11","International","Gdansk","3","1","business","18976","19274","Baltic States"
"2019-05-14","Southern Europe","Lloret de Mar","14","0","leasure","52574","23191","Russia"
"2019-04-30","Southern Europe","Agrigento","3","1","business","23771","29356","Southern Europe"
"2019-05-21","Russia","Samara","1","1","business","3384","9954","Russia"
"2019-05-04","Western Europe","Frankfurt","3","1","business","56361","8223","Russia"
"2019-06-16","Western Europe","London","6","1","leasure","56169","31043","Balkans"
"2019-04-17","International","Seef","2","1","leasure","49926","6268","Russia"
"2019-07-20","Southern Europe","Malaga","1","1","leasure","10097","29356","Southern Europe"
"2019-04-16","Arabia","Buraydah","6","1","leasure","26951","22015","Arabia"
"2019-05-24","International","Hong Kong","7","1","leasure","167587","20029","Baltic States"
"2019-04-16","International","Seoul","1","0","business","578","11229","Russia"
"2019-04-16","Russia","Moscow","1","1","business","2518","6146","Russia"
"2019-04-28","CIS","Yerevan","3","0","business","11186","26716","International"
"2019-05-23","Russia","Saint Petersburg","2","1","business","11323","7516","Russia"
"2019-06-02","Russia","Moscow","1","1","business","2267","22194","Russia"
"2019-04-17","Southern Europe","Rimini","2","1","business","14080","19627","Russia"
"2019-04-29","International","Riga","11","1","leasure","39546","35602","International"
"2019-05-08","Western Europe","Bruges","1","1","leasure","8521","6377","Russia"
"2019-04-24","Russia","Yekaterinburg","2","1","business","6549","7516","Russia"
"2019-05-14","Russia","Yekaterinburg","2","1","business","11349","14393","Russia"
"2019-07-21","Southern Europe","Madrid","1","1","business","5816","30051","Southern Europe"
"2019-04-17","Russia","Samara","1","1","business","7221","22888","Russia"
"2019-05-25","Russia","Moscow","9","0","leasure","23328","6928","Russia"
"2019-07-03","Western Europe","Vienna","3","1","business","12354","10542","Russia"
"2019-04-23","Russia","Nizhniy Novgorod","2","1","business","10392","7213","Russia"
"2020-01-09","International","Novy Smokovec","3","1","leasure","28787","32634","Western Europe"
"2019-04-16","Russia","Moscow","1","1","business","6048","30334","Russia"
"2019-08-07","International","Kyoto","7","1","leasure","51772","31260","Visegrad Group"
"2019-04-17","Russia","Ulyanovsk","2","1","business","8466","14393","Russia"
"2019-04-17","Arabia","Dubai","2","1","business","23677","31182","Russia"
"2019-07-26","Southern Europe","Can Picafort","16","1","leasure","226185","6306","Russia"
"2019-07-03","Western Europe","Nice","1","1","business","11691","7266","Russia"
"2019-04-21","Arabia","Dubai","5","1","business","35839","32073","International"
"2019-04-15","Russia","Moscow","1","1","business","22747","5821","Russia"
"2019-04-23","CIS","Tashkent","2","1","business","12713","23459","Russia"
"2019-08-04","International","Kusadasi","1","1","leasure","4871","32866","International"
"2019-05-31","Russia","Moscow","2","0","leasure","8550","7588","Russia"
"2019-05-10","Southern Europe","Milan","1","1","business","14394","15898","CIS"
"2019-04-17","Russia","Kursk","1","1","business","2960","5787","Russia"
"2019-10-20","International","Istanbul","3","1","business","7046","12968","CIS"
"2019-05-22","Russia","Moscow","1","1","business","8017","12817","Russia"
"2019-05-24","Russia","Listvyanka","2","0","leasure","4804","5938","Russia"
"2019-04-28","Western Europe","Paris","5","0","business","25835","15280","Russia"
"2019-04-16","Russia","Kislovodsk","1","1","business","5654","26990","CIS"
"2019-05-02","Western Europe","Berlin","4","1","leasure","33819","23948","Russia"
"2019-04-21","Russia","Moscow","2","1","business","35595","13302","CIS"
"2019-04-24","International","Tokyo","7","1","leasure","88036","34079","International"
"2019-06-08","International","Orlando","2","0","leasure","11828","25368","CIS"
"2019-07-10","Southern Europe","Rome","10","1","leasure","125097","6734","CIS"
"2019-05-09","Russia","Saint Petersburg","3","1","leasure","15109","31719","Russia"
"2019-04-15","Southern Europe","Rome","6","1","leasure","51322","19052","CIS"
"2019-04-17","Russia","Krasnodar","2","1","business","8945","7588","Russia"
"2019-05-01","Southern Europe","Porto","3","1","business","70514","27048","CIS"
"2019-06-16","International","San Jacinto Mountains","1","0","leasure","15487","6761","Russia"
"2019-05-03","International","San Francisco","3","0","leasure","75547","12751","Russia"
"2019-04-21","Western Europe","Paris","4","0","business","79649","15248","Arabia"
"2019-06-20","International","Miami Beach","10","1","leasure","75642","24500","Russia"
"2019-05-05","International","New Orleans","3","1","business","52643","15755","Russia"
"2019-04-23","International","Prague","2","1","business","13746","17597","International"
"2019-05-01","Russia","Belokurikha","3","1","leasure","18017","25723","Russia"
"2019-05-27","Russia","Saint Petersburg","3","1","business","40551","27087","Russia"
"2019-12-20","Southern Europe","Adeje","21","1","leasure","722949","23053","Baltic States"
"2019-04-21","CIS","Kyiv","2","1","business","8286","19433","CIS"
"2019-04-17","Russia","Novorossiysk","1","1","business","3127","31650","Russia"
"2019-05-10","Western Europe","Paris","10","1","leasure","74115","22925","Russia"
"2019-04-27","Western Europe","Hamburg","1","1","leasure","11584","10234","Russia"
"2019-09-14","International","Antalya","4","1","business","35520","19380","International"
"2019-04-24","Arabia","Muscat","1","1","business","7124","34988","Balkans"
"2019-07-31","Southern Europe","Calpe","1","0","leasure","16029","22758","Russia"
"2019-04-22","Russia","Moscow","1","1","business","20125","17027","Russia"
"2019-04-28","International","Tbilisi","4","1","business","8027","6331","Russia"
"2019-06-09","International","Hyvinkaa","1","1","business","11731","19184","Arabia"
"2019-05-31","Western Europe","Amsterdam","6","0","leasure","70296","37331","International"
"2019-07-25","International","San Francisco Bay","1","0","leasure","11995","27460","Visegrad Group"
"2019-04-21","Russia","Balakovo","9","1","leasure","18929","30634","Russia"
"2019-05-01","Western Europe","Paris","3","0","business","26897","35815","International"
"2019-06-20","Western Europe","Vienna","1","1","business","8800","26303","International"
"2019-04-20","International","Manama","2","1","leasure","9397","22824","Visegrad Group"
"2019-04-23","Western Europe","Amsterdam","2","0","business","24911","6790","Russia"
"2019-04-16","Russia","Moscow","1","1","business","6607","6824","Russia"
"2019-04-24","Western Europe","Annecy","1","1","business","8667","24815","Western Europe"
"2019-04-16","Russia","Saint Petersburg","1","1","business","2707","20402","Russia"
"2019-04-20","Arabia","Marrakesh","5","1","business","99013","32763","Western Europe"
"2019-07-01","International","Puerto Vallarta","3","1","business","19671","32990","International"
"2019-05-12","Western Europe","Paris","7","1","leasure","68228","21833","Russia"
"2019-04-16","Russia","Moscow","2","1","business","40936","23934","Russia"
"2019-05-31","Southern Europe","Nazare","10","0","leasure","27333","5932","Russia"
"2019-04-18","Russia","Krasnodar","1","1","business","3593","6579","Russia"
"2019-04-24","International","Nairobi","2","1","business","23034","30319","International"
"2019-04-16","Russia","Stavropol","3","0","business","8594","6579","Russia"
"2019-04-16","International","Istanbul","2","1","business","13085","21717","International"
"2019-04-16","Russia","Togliatti","1","0","business","1949","28396","Russia"
"2019-09-05","Western Europe","Paris","7","0","leasure","73347","21734","Russia"
"2019-05-21","Western Europe","Wiesbaden","1","1","business","10357","24497","Russia"
"2019-04-16","Russia","Moscow","2","1","business","5305","28396","Russia"
"2019-04-16","Russia","Ufa","3","1","business","25905","6134","Russia"
"2019-04-15","International","Riga","1","1","business","5874","28396","Russia"
"2019-05-04","Russia","Sevastopol","1","1","leasure","10132","28396","Russia"
"2019-04-21","CIS","Kyiv","2","0","business","22975","28396","Russia"
"2019-06-04","International","Los Angeles","1","1","business","15920","35560","Western Europe"
"2019-06-23","International","Santiago","5","0","business","17289","33476","Western Europe"
"2019-04-17","Russia","Moscow","1","1","business","3319","21535","Russia"
"2019-04-20","Russia","Saratov","1","1","leasure","2473","21535","Russia"
"2019-04-20","International","Vilnius","2","1","leasure","3777","16547","Western Europe"
"2019-04-19","International","Vilnius","1","1","business","2397","16547","Western Europe"
"2019-10-15","Western Europe","Dusseldorf","2","1","business","310907","23326","Russia"
"2019-04-25","Russia","Mirny","1","1","business","7366","28406","Russia"
"2019-10-15","Western Europe","Paris","2","1","business","21037","19916","Baltic States"
"2019-04-30","Western Europe","Paris","7","0","leasure","46743","0",""
"2019-05-30","International","Warsaw","4","0","leasure","2055","0",""
"2019-04-30","Western Europe","Lyon","5","1","business","37190","0",""
"2019-04-28","Southern Europe","Bologna","12","1","leasure","90931","0",""
"2019-04-21","Russia","Moscow","1","0","business","3300","0",""
"2019-04-17","Russia","Krasnodar","1","0","business","3797","0",""
"2019-05-08","Southern Europe","Tavira","1","1","business","5273","0",""
"2019-06-24","Western Europe","Clichy","3","0","leasure","33731","0",""
"2019-06-27","Russia","Alushta","13","0","leasure","34000","0",""
"2019-05-03","Western Europe","Lyon","5","0","business","63122","0",""
"2019-04-29","International","Krakow","5","0","business","17845","0",""
"2019-05-01","Russia","Vladikavkaz","3","0","business","3900","0",""
"2019-05-02","Western Europe","Paris","5","1","business","48778","0",""
"2019-04-16","Russia","Novosibirsk","1","0","business","2010","0",""
"2019-05-02","International","Warsaw","5","0","business","10188","0",""
"2019-07-08","Western Europe","Berlin","14","1","leasure","76481","0",""
"2019-05-06","Western Europe","Neuilly-sur-Seine","4","0","business","33889","0",""
"2019-04-16","CIS","Odessa","1","1","business","2085","0",""
"2019-05-03","Western Europe","Paris","7","1","leasure","88334","0",""
"2019-05-07","CIS","Tashkent","1","1","business","3488","0",""
"2019-05-05","Western Europe","Paris","7","0","leasure","82464","0",""
"2019-06-26","International","Stockholm","6","1","leasure","87981","0",""
"2019-04-22","Russia","Moscow","3","1","business","12795","0",""
"2019-04-26","International","Warsaw","6","0","leasure","21395","0",""
"2019-05-06","Western Europe","Munich","13","0","leasure","86183","0",""
"2019-07-08","Western Europe","Paris","10","0","leasure","72861","0",""
"2019-04-24","Western Europe","Nice","7","0","leasure","157675","0",""
"2019-05-01","Russia","Vladikavkaz","3","0","business","8100","0",""
"2019-05-03","Western Europe","Neuilly-sur-Seine","7","0","leasure","53282","0",""
"2019-05-29","Western Europe","Paris","4","0","business","22390","0",""
"2019-04-22","Western Europe","Paris","10","0","leasure","98865","0",""
"2019-06-04","Western Europe","Munich","4","1","business","60991","0",""
"2019-05-07","Southern Europe","Malaga","19","0","leasure","86297","0",""
"2019-04-30","Western Europe","Nice","12","1","leasure","164853","0",""
"2019-04-30","Western Europe","Paris","7","0","leasure","91072","0",""
"2019-06-29","Southern Europe","Rome","3","1","leasure","30313","15025","Russia"
"2019-09-21","Southern Europe","Bilbao","1","1","leasure","8087","18676","Russia"
"2019-07-06","Western Europe","London","4","1","leasure","45108","31304","Southern Europe"
"2019-06-17","Russia","Moscow","3","1","business","19819","22824","Visegrad Group"
"2019-07-26","International","South Lake Tahoe","2","0","leasure","29878","27460","Visegrad Group"
"2019-06-15","International","Helsinki","1","0","leasure","8313","9209","Russia"
"2019-09-04","Southern Europe","Rethimnon","6","1","leasure","78358","23377","Western Europe"
"2019-07-18","International","Espoo","3","1","leasure","16160","32712","Russia"
"2019-08-16","Western Europe","Amsterdam","1","1","business","15134","5971","Russia"
"2019-09-01","International","Tbilisi","1","1","business","8599","12522","Russia"
"2019-05-13","International","Makati","1","1","leasure","8836","11441","Russia"
"2019-06-29","Russia","Saint Petersburg","2","1","leasure","12371","22888","Russia"
"2019-06-18","Russia","Saint Petersburg","4","0","business","14219","6928","Russia"
"2019-07-09","Western Europe","Berlin","3","1","business","11888","10542","Russia"
"2019-07-16","Southern Europe","Milan","3","1","business","17861","10542","Russia"
"2019-06-17","International","Turku","2","1","business","21575","16389","CIS"
"2019-05-18","Southern Europe","Taormina","1","1","leasure","23844","29356","Southern Europe"
"2019-06-09","Southern Europe","Milan","2","1","leasure","19519","21353","Russia"
"2019-07-10","International","Bodrum","3","0","business","11177","37498","International"
"2019-08-27","Southern Europe","Valencia","3","1","business","22027","29356","Southern Europe"
"2019-05-18","International","New York","4","1","leasure","99955","29356","Southern Europe"
"2019-06-11","International","Gdansk","3","1","business","18832","19274","Baltic States"
"2019-05-31","Southern Europe","Mascalucia","4","1","business","20282","29356","Southern Europe"
"2019-06-19","Western Europe","Innsbruck","7","1","leasure","66686","32085","International"
"2019-06-26","International","Tokyo","3","1","business","48453","29356","Southern Europe"
"2019-05-08","International","Tokyo","4","1","leasure","53420","25252","Russia"
"2019-04-16","Russia","Orenburg","7","1","leasure","23176","7749","Russia"
"2019-04-16","Western Europe","Neu-Isenburg","1","1","business","4431","34534","International"
"2019-04-22","Russia","Yakutsk","2","1","business","7787","7749","Russia"
"2019-04-16","Southern Europe","Cullera","2","1","business","6264","24533","Balkans"
"2019-06-26","Western Europe","Nice","3","1","business","43708","23923","Arabia"
